,order_id,customer_name,city,age,gender,signup_date,order_date,product_category,quantity,unit_price,total_amount,payment_method,satisfaction_score
83,84,Sophia Nikolaou,Thessaloniki,36.0,Female,2022-11-21,2024-01-04,Books,2,152.81,305.62,Paypal,2
84,85,George Nikolaou,Heraklion,66.0,Male,2023-04-20,2024-12-05,Home,4,177.8,711.2,Cash,4
85,86,Nikos Wilson,Patras,67.0,Male,2024-07-17,2024-06-27,Clothing,3,194.77,584.31,Cash,3
86,87,George Taylor,Athens,54.0,Male,2023-02-21,2024-06-16,Electronics,4,118.9,475.6,Paypal,2
87,88,Chris Wilson,Larisa,60.0,Female,2022-01-12,2024-04-04,Sports,4,85.82,343.28,Card,2
88,89,George Taylor,Heraklion,68.0,Male,2024-04-28,2024-03-30,Books,2,206.49,412.98,Paypal,5
89,90,Sophia Smith,Patras,43.0,Female,2023-02-22,2024-04-24,Sports,2,11.87,23.74,Paypal,1
90,91,Dimitris Papadopoulos,Heraklion,24.0,Male,2023-09-18,2024-03-15,Home,4,209.4,837.6,Paypal,5
91,92,Sophia Smith,Heraklion,73.0,Female,2024-01-31,2024-06-12,Sports,4,128.29,513.16,Cash,2
92,93,Sophia Johnson,Larisa,54.0,Male,2024-01-09,2024-06-25,Sports,1,172.71,172.71,Card,3
93,94,Maria Taylor,Thessaloniki,65.0,Female,2024-09-25,2024-04-05,Clothing,4,114.75,459.0,Card,5
94,95,Nikos Taylor,Unknown,29.0,Male,2022-10-06,2024-08-04,Sports,1,205.55,205.55,Bank Transfer,3
95,96,Eleni Taylor,Patras,58.0,Female,2022-03-03,2024-03-24,Home,6,271.25,1627.5,Card,1
96,97,Sophia Smith,Larisa,39.0,Male,2022-06-26,2024-04-09,Home,5,269.18,1345.9,Cash,4
97,98,Maria Smith,Athens,58.0,Male,2023-03-31,2024-10-10,Clothing,3,31.93,95.79,Unknown,4
98,99,Helen Johnson,Thessaloniki,36.0,Male,2024-06-03,2024-03-09,Sports,2,191.39,382.78,Card,3
99,100,Helen Papadopoulos,Heraklion,29.0,Female,2023-04-14,2024-02-22,Home,1,168.34,168.34,Cash,1
100,101,Helen Brown,Thessaloniki,56.0,Female,2022-07-05,2024-08-10,Electronics,5,279.62,1398.1,Card,2
101,102,Nikos Taylor,Heraklion,22.0,Male,2022-08-23,2024-11-26,Electronics,3,266.87,800.61,Cash,2
102,103,Maria Nikolaou,Larisa,64.0,Male,2024-08-11,2024-09-09,Books,4,207.97,831.88,Card,5
103,104,Eleni Taylor,Patras,57.0,Male,2024-03-05,2024-05-01,Books,2,122.01,244.02,Bank Transfer,2
104,105,John Taylor,Heraklion,22.0,Male,2022-12-05,2024-05-15,Sports,5,30.03,150.15,Bank Transfer,5
105,106,Sophia Johnson,Heraklion,18.0,Male,2023-05-26,2024-11-22,Books,6,244.78,1468.68,Unknown,1
106,107,Helen Anderson,Heraklion,62.0,Female,2022-09-09,2024-10-01,Books,4,108.31,433.24,Bank Transfer,5
107,108,Eleni Papadopoulos,Athens,61.0,Female,2023-12-15,2024-12-11,Sports,6,213.0,25000.0,Cash,3
108,109,Sophia Taylor,Patras,56.0,Male,2023-10-15,2024-08-29,Sports,6,150.32,901.92,Bank Transfer,4
109,110,Anna Anderson,Thessaloniki,37.0,Female,2024-06-13,2024-12-26,Home,4,231.32,925.28,Bank Transfer,1
110,111,Nikos Nikolaou,Larisa,20.0,Male,2023-05-20,2024-07-09,Books,5,75.06,375.3,Cash,4
111,112,Maria Papadopoulos,Heraklion,66.0,Female,2024-07-22,2024-04-26,Books,1,261.24,261.24,Cash,2
112,113,Sophia Anderson,Thessaloniki,61.0,Male,2024-04-08,2024-10-29,Electronics,5,291.11,1455.55,Bank Transfer,5
113,114,George Taylor,Thessaloniki,33.0,Female,2024-02-03,2024-08-16,Books,6,277.77,1666.62,Bank Transfer,4
114,115,Sophia Wilson,Heraklion,52.0,Female,2023-02-06,2024-02-16,Home,3,290.94,872.82,Paypal,1
115,116,Nikos Nikolaou,Patras,47.0,Male,2023-05-28,2024-02-23,Electronics,6,91.88,551.28,Cash,3
116,117,Eleni Brown,Larisa,33.0,Male,2022-01-12,2024-11-25,Clothing,7,18.41,128.87,Cash,4
117,118,Sophia Nikolaou,Larisa,41.0,Female,2022-05-02,2024-12-13,Electronics,4,104.02,416.08,Cash,4
118,119,Nikos Papadopoulos,Patras,43.0,Male,2023-06-24,2024-08-07,Home,2,72.67,145.34,Card,5
119,120,Dimitris Johnson,Patras,58.0,Male,2023-05-17,2024-05-24,Electronics,4,295.93,1183.72,Bank Transfer,1
120,121,Anna Anderson,Athens,50.0,Male,2024-01-02,2024-08-27,Books,5,245.07,1225.35,Bank Transfer,5
121,122,Sophia Anderson,Athens,30.0,Female,2023-01-25,2024-03-22,Clothing,6,27.48,164.88,Card,3
122,123,Nikos Anderson,Athens,22.0,Male,2022-01-10,2024-11-07,Sports,7,276.16,1933.12,Paypal,2
123,124,Maria Smith,Thessaloniki,62.0,Male,2024-03-11,2024-03-05,Books,5,12.78,63.9,Bank Transfer,2
124,125,Maria Papadopoulos,Athens,49.0,Female,2024-05-02,2024-10-08,Books,7,49.37,345.59,Cash,1
125,126,Dimitris Taylor,Heraklion,39.0,Female,2023-04-06,2024-04-07,Home,3,253.43,760.29,Paypal,1
126,127,Nikos Smith,Larisa,52.0,Male,2024-04-02,2024-01-06,Clothing,7,85.66,599.62,Cash,4
127,128,Nikos Brown,Thessaloniki,34.0,Male,2024-05-19,2024-09-15,Clothing,5,299.92,1499.6,Card,5
128,129,Anna Smith,Heraklion,40.0,Female,2023-12-15,2024-03-23,Books,5,219.21,1096.05,Paypal,1
129,130,Nikos Smith,Thessaloniki,47.0,Female,2022-01-01,2024-02-20,Home,6,65.49,392.94,Paypal,5
130,131,Maria Papadopoulos,Patras,30.0,Male,2024-05-30,2024-10-14,Sports,4,72.45,289.8,Card,2
131,132,Dimitris Papadopoulos,Thessaloniki,45.0,Female,2022-06-03,2024-09-06,Clothing,7,38.5,269.5,Card,2
132,133,John Johnson,Patras,71.0,Female,2022-11-02,2024-09-24,Sports,6,250.25,1501.5,Card,1
133,134,Sophia Nikolaou,Heraklion,71.0,Female,2024-01-04,2024-09-07,Books,4,170.48,681.92,Paypal,1
134,135,Sophia Brown,Larisa,34.0,Male,2022-07-26,2024-08-16,Sports,7,13.49,94.43,Bank Transfer,5
135,136,Helen Nikolaou,Athens,31.0,Male,2022-04-13,2024-07-10,Clothing,2,242.49,484.98,Card,4
136,137,Nikos Smith,Thessaloniki,51.0,Female,2024-04-29,2024-10-12,Books,6,184.39,1106.34,Paypal,3
137,138,Nikos Johnson,Larisa,68.0,Female,2022-09-06,2024-06-14,Sports,7,219.29,1535.03,Card,1
138,139,Sophia Wilson,Heraklion,41.0,Female,2024-01-29,2024-04-15,Home,7,121.98,853.86,Card,3
139,140,Anna Wilson,Heraklion,34.0,Female,2022-05-18,2024-07-02,Home,5,239.96,1199.8,Paypal,1
140,141,Dimitris Smith,Heraklion,27.0,Male,2024-09-10,2024-03-09,Home,1,81.18,81.18,Bank Transfer,2
141,142,Eleni Brown,Heraklion,23.0,Male,2022-06-05,2024-08-22,Books,5,107.49,537.45,Unknown,3
142,143,Chris Smith,Thessaloniki,65.0,Female,2024-01-31,2024-05-30,Books,3,27.38,82.14,Paypal,3
143,144,Sophia Smith,Thessaloniki,71.0,Female,2023-11-27,2024-10-07,Books,4,58.65,234.6,Cash,3
144,145,Nikos Anderson,Heraklion,49.0,Male,2023-11-03,2024-03-01,Electronics,3,156.99,470.97,Cash,2
145,146,Anna Nikolaou,Larisa,68.0,Male,2023-04-11,2024-04-01,Books,3,247.43,742.29,Paypal,2
146,147,Maria Papadopoulos,Athens,39.0,Female,2023-10-07,2024-08-20,Electronics,5,166.87,834.35,Cash,4
147,148,Sophia Nikolaou,Larisa,43.0,Female,2022-03-19,2024-08-05,Sports,6,112.46,674.76,Paypal,5
148,149,Sophia Papadopoulos,Heraklion,44.0,Male,2022-02-16,2024-04-30,Sports,1,32.23,32.23,Cash,3
149,150,Helen Johnson,Athens,65.0,Female,2024-03-14,2024-09-13,Sports,5,5.77,28.85,Bank Transfer,1
150,151,Dimitris Nikolaou,Athens,52.0,Female,2022-10-30,2024-05-06,Home,5,295.95,1479.75,Paypal,2
151,152,Anna Anderson,Larisa,45.0,Female,2023-01-21,2024-12-30,Home,7,161.72,1132.04,Unknown,2
152,153,Dimitris Taylor,Heraklion,31.0,Female,2022-07-01,2024-01-03,Clothing,3,79.47,238.41,Cash,3
153,154,Helen Taylor,Athens,64.0,Female,2023-05-21,2024-10-20,Electronics,4,36.62,146.48,Bank Transfer,3
154,155,Sophia Taylor,Heraklion,68.0,Male,2023-09-23,2024-01-28,Sports,7,35.94,251.58,Card,2
155,156,Anna Wilson,Athens,56.0,Female,2022-03-27,2024-05-05,Electronics,1,253.01,253.01,Paypal,4
156,157,John Johnson,Heraklion,42.0,Male,2022-01-25,2024-03-08,Electronics,1,106.16,106.16,Paypal,2
157,158,Nikos Wilson,Larisa,20.0,Female,2022-04-21,2024-08-15,Electronics,1,152.04,152.04,Bank Transfer,2
158,159,Dimitris Taylor,Patras,64.0,Female,2023-07-08,2024-04-10,Books,1,171.52,171.52,Card,4
159,160,Helen Brown,Thessaloniki,43.0,Female,2022-11-11,2024-12-30,Clothing,2,77.08,154.16,Card,5
160,161,Chris Brown,Athens,74.0,Female,2022-10-04,2024-07-16,Clothing,1,7.22,7.22,Bank Transfer,4
161,162,John Smith,Patras,47.0,Male,2022-12-16,2024-04-04,Home,3,30.93,25000.0,Bank Transfer,1
162,163,Eleni Taylor,Thessaloniki,72.0,Male,2022-09-02,2024-08-16,Books,3,159.73,479.19,Paypal,4
163,164,Helen Johnson,Thessaloniki,41.0,Male,2023-04-13,2024-08-07,Electronics,7,269.5,1886.5,Paypal,3
164,165,Helen Papadopoulos,Heraklion,21.0,Male,2024-05-30,2024-04-03,Clothing,7,246.04,1722.28,Paypal,3
165,166,Nikos Anderson,Patras,74.0,Male,2023-01-27,2024-01-26,Sports,2,169.25,338.5,Bank Transfer,3
166,167,Dimitris Johnson,Athens,62.0,Female,2023-02-14,2024-04-27,Home,4,65.5,262.0,Bank Transfer,4
167,168,Chris Nikolaou,Heraklion,36.0,Female,2022-04-23,2024-05-19,Clothing,4,154.75,619.0,Paypal,1
168,169,Sophia Brown,Thessaloniki,43.0,Female,2024-03-15,2024-05-18,Books,6,90.15,540.9,Bank Transfer,4
169,170,Helen Nikolaou,Patras,30.0,Male,2024-06-20,2024-06-26,Sports,3,180.2,540.6,Bank Transfer,2
170,171,John Smith,Larisa,47.0,Female,2024-06-16,2024-01-13,Home,7,166.93,1168.51,Cash,2
171,172,Helen Wilson,Thessaloniki,37.0,Female,2022-11-25,2024-09-29,Books,1,45.95,45.95,Bank Transfer,1
172,173,Anna Brown,Athens,28.0,Female,2023-02-23,2024-04-03,Sports,7,144.11,1008.77,Card,1
173,174,Helen Wilson,Thessaloniki,22.0,Male,2024-08-03,2024-11-29,Home,6,225.06,1350.36,Bank Transfer,5
174,175,Chris Johnson,Thessaloniki,73.0,Male,2023-08-11,2024-02-04,Books,3,281.81,845.43,Bank Transfer,1
175,176,Dimitris Nikolaou,Thessaloniki,47.0,Male,2022-12-15,2024-11-23,Sports,6,19.19,115.14,Bank Transfer,3
176,177,Eleni Brown,Heraklion,58.0,Male,2024-03-08,2024-10-17,Clothing,5,64.48,322.4,Cash,5
177,178,Chris Wilson,Athens,47.0,Female,2022-03-19,2024-03-02,Electronics,5,74.53,372.65,Bank Transfer,4
178,179,Dimitris Brown,Heraklion,42.0,Female,2023-02-06,2024-10-22,Home,5,178.55,892.75,Paypal,3
179,180,Eleni Brown,Thessaloniki,55.0,Female,2022-05-23,2024-06-01,Electronics,1,225.54,225.54,Bank Transfer,1
180,181,Helen Papadopoulos,Athens,50.0,Female,2024-08-31,2024-11-04,Home,7,118.25,827.75,Paypal,3
181,182,Maria Johnson,Athens,56.0,Male,2023-08-02,2024-06-27,Home,3,132.3,396.9,Paypal,2
182,183,Maria Brown,Thessaloniki,69.0,Male,2022-10-16,2024-08-18,Sports,7,264.2,1849.4,Paypal,3
183,184,Eleni Taylor,Larisa,47.0,Male,2022-04-07,2024-10-15,Sports,5,49.74,248.7,Card,4
184,185,Sophia Taylor,Patras,39.0,Male,2023-09-27,2024-11-25,Home,2,229.93,459.86,Cash,1
185,186,Sophia Anderson,Thessaloniki,71.0,Female,2024-03-25,2024-08-15,Electronics,6,163.26,979.56,Bank Transfer,5
186,187,Dimitris Wilson,Athens,41.0,Female,2022-06-06,2024-05-15,Home,4,122.2,488.8,Cash,5
187,188,Maria Anderson,Athens,46.0,Male,2023-11-16,2024-05-09,Books,7,125.64,879.48,Card,3
188,189,John Wilson,Thessaloniki,48.0,Male,2022-10-19,2024-10-08,Books,3,209.71,629.13,Cash,3
189,190,Maria Papadopoulos,Larisa,44.0,Male,2022-09-11,2024-11-25,Clothing,5,248.91,1244.55,Bank Transfer,2
190,191,Anna Smith,Patras,63.0,Male,2022-05-21,2024-04-13,Clothing,3,50.24,150.72,Bank Transfer,2
191,192,Anna Brown,Athens,42.0,Male,2024-04-07,2024-06-19,Electronics,1,10.34,10.34,Bank Transfer,4
192,193,George Wilson,Athens,61.0,Male,2022-05-13,2024-10-19,Home,4,276.03,1104.12,Card,2
193,194,Anna Taylor,Athens,66.0,Male,2024-06-23,2024-02-20,Electronics,4,115.46,461.84,Paypal,5
194,195,Sophia Wilson,Larisa,47.0,Male,2023-02-11,2024-09-13,Sports,1,278.04,278.04,Cash,5
195,196,Helen Smith,Larisa,38.0,Female,2022-07-01,2024-11-08,Sports,2,252.47,504.94,Card,1
196,197,John Anderson,Athens,71.0,Female,2024-06-29,2024-05-28,Electronics,7,72.08,504.56,Paypal,1
197,198,Sophia Brown,Athens,70.0,Female,2022-11-09,2024-04-26,Books,1,65.65,65.65,Cash,2
198,199,Maria Johnson,Patras,58.0,Female,2023-06-21,2024-03-30,Sports,3,122.46,367.38,Bank Transfer,3
199,200,Sophia Taylor,Unknown,47.0,Male,2023-04-20,2024-12-12,Books,2,142.38,284.76,Cash,1
200,201,Chris Anderson,Thessaloniki,60.0,Female,2022-06-28,2024-06-30,Home,3,138.47,15000.0,Paypal,1
201,202,Chris Taylor,Athens,24.0,Female,2024-05-05,2024-06-09,Sports,4,128.58,514.32,Bank Transfer,1
202,203,Nikos Wilson,Thessaloniki,46.0,Female,2023-10-28,2024-06-04,Electronics,7,86.89,608.23,Card,2
203,204,Maria Brown,Heraklion,38.0,Male,2022-03-25,2024-12-26,Home,1,57.52,57.52,Cash,1
204,205,Dimitris Smith,Larisa,37.0,Female,2022-03-04,2024-07-07,Electronics,6,258.89,1553.34,Paypal,1
205,206,Eleni Taylor,Athens,24.0,Female,2024-09-16,2024-08-02,Books,1,96.43,96.43,Bank Transfer,3
206,207,Eleni Brown,Larisa,73.0,Male,2023-11-01,2024-10-11,Clothing,3,108.07,324.21,Paypal,1
207,208,George Brown,Patras,47.0,Female,2023-02-28,2024-01-19,Electronics,5,144.26,721.3,Bank Transfer,2
208,209,Helen Papadopoulos,Heraklion,18.0,Male,2022-07-13,2024-04-22,Books,6,215.65,1293.9,Bank Transfer,2
209,210,John Johnson,Unknown,47.0,Female,2023-10-06,2024-09-20,Home,6,230.78,1384.68,Bank Transfer,5
210,211,John Johnson,Thessaloniki,72.0,Female,2024-02-17,2024-06-10,Electronics,7,227.21,1590.47,Cash,4
211,212,John Brown,Larisa,50.0,Male,2024-03-10,2024-06-26,Sports,7,293.78,2056.46,Paypal,5
212,213,Sophia Wilson,Thessaloniki,25.0,Female,2024-04-14,2024-09-11,Home,1,167.76,167.76,Bank Transfer,5
213,214,Helen Brown,Athens,25.0,Male,2022-08-17,2024-03-07,Clothing,6,105.09,630.54,Card,3
214,215,Maria Nikolaou,Heraklion,50.0,Female,2023-02-22,2024-10-17,Sports,4,75.26,301.04,Paypal,3
215,216,Chris Nikolaou,Thessaloniki,33.0,Male,2022-07-01,2024-08-10,Home,4,283.6,1134.4,Paypal,2
216,217,Maria Nikolaou,Larisa,24.0,Female,2022-05-31,2024-03-25,Books,2,30.23,60.46,Bank Transfer,3
217,218,John Papadopoulos,Heraklion,65.0,Male,2022-10-12,2024-07-06,Electronics,5,263.55,1317.75,Cash,2
218,219,Nikos Papadopoulos,Thessaloniki,19.0,Female,2024-07-04,2024-01-11,Home,1,246.15,246.15,Unknown,2
219,220,Maria Smith,Unknown,19.0,Female,2023-01-31,2024-01-20,Clothing,3,179.14,537.42,Cash,5
220,221,Chris Papadopoulos,Larisa,54.0,Female,2024-06-23,2024-08-13,Electronics,6,233.28,1399.68,Paypal,5
221,222,John Taylor,Athens,61.0,Female,2024-05-03,2024-12-29,Electronics,3,284.79,854.37,Bank Transfer,1
222,223,Helen Taylor,Larisa,27.0,Female,2023-12-28,2024-05-07,Sports,6,148.79,892.74,Bank Transfer,1
223,224,Maria Taylor,Athens,67.0,Female,2023-06-05,2024-02-09,Clothing,3,156.18,468.54,Unknown,2
224,225,Eleni Brown,Heraklion,62.0,Male,2024-01-28,2024-10-04,Clothing,1,81.08,81.08,Paypal,3
225,226,Helen Taylor,Larisa,63.0,Male,2022-01-29,2024-04-18,Sports,4,44.02,176.08,Bank Transfer,2
226,227,Eleni Papadopoulos,Unknown,40.0,Male,2022-05-26,2024-05-07,Electronics,3,10.43,52.15,Card,5
227,228,Dimitris Papadopoulos,Patras,59.0,Female,2022-02-03,2024-01-17,Clothing,4,151.94,607.76,Cash,5
228,229,Maria Johnson,Patras,42.0,Male,2023-08-22,2024-04-26,Clothing,6,249.77,1498.62,Cash,2
